b02  66
b04   7
b04 156
b05 276
b05 377
b05 407
b05 436
b05 442
b06 218
b06 272
b06 306
b06 339
b07  44
b07 109
b10  45
b10  60
b10 277
b11 365
b12 446
b13   8
b13  43
b13  97
b13 258
b14 328
b14 389
b15 432
b16 136
b18 118
b18 242
b20 271
b20 324
b21  87
b22 310
b22 319
b22 374
b23 105
b23 167
